Copyright (c) 2012 MaxMind LLC.  All Rights Reserved.
locId,country,region,city,postalCode,latitude,longitude,metroCode,areaCode
244,"ZA","11","Cape Town","",-33.9258,18.4232,,
245,"ZA","06","Pretoria","",-25.7069,28.2294,,
246,"ZA","02","Pietermaritzburg","",-29.6168,30.3928,,
247,"ZA","10","Potchefstroom","",-26.7167,27.1000,,
248,"ZA","03","Bloemfontein","",-29.1211,26.2140,,
249,"ZA","02","Durban","",-29.8579,31.0292,,
250,"ZA","05","Grahamstown","",-33.3042,26.5328,,
251,"ZA","11","Stellenbosch","",-33.9346,18.8668,,
252,"ZA","06","Sandton","",-26.0500,27.9667,,
253,"ZA","06","Johannesburg","",-26.2052,28.0498,,
254,"ZA","05","Uitenhage","",-33.7576,25.3971,,
255,"ZA","06","Parkview","",-26.1653,28.0244,,
256,"ZA","11","Wynberg","",-33.9833,18.4000,,
257,"ZA","06","Bedfordview","",-26.1767,28.1422,,
258,"ZA","11","Parow","",-33.8972,18.5999,,
259,"ZA","06","Vanderbijlpark","",-26.7117,27.8379,,
260,"ZA","07","Middelburg","",-25.7751,29.4648,,
261,"ZA","06","Marshalltown","",-26.2000,28.0833,,
262,"ZA","05","East London","",-33.0111,27.9100,,
263,"ZA","06","Olifantsfontein","",-25.9493,28.2295,,
264,"ZA","06","Lynnwood","",-25.7597,28.2651,,
265,"ZA","06","Rosslyn","",-25.6242,28.0942,,
266,"ZA","06","Houghton","",-26.1624,28.0513,,
267,"ZA","06","Silverton","",-25.7259,28.3137,,
268,"ZA","11","Roggebaai","",-33.9167,18.4333,,
269,"ZA","06","Midrand","",-25.9636,28.1378,,
270,"ZA","05","Braamfontein","",-31.4113,26.4870,,
271,"BW","09","Gaborone","",-24.6464,25.9119,,
272,"ZA","11","Waverley","",-33.4165,19.2251,,
273,"ZA","06","Parktown","",-26.1821,28.0267,,
274,"ZA","05","Hogsback","",-32.5953,26.9402,,
275,"ZA","08","Modderfontein","",-28.8167,17.1667,,
276,"ZA","02","Umhlanga Rocks","",-29.7167,31.0667,,
277,"NE","08","Niamey","",13.5167,2.1167,,
278,"GA","08","Port-gentil","",-0.7167,8.7833,,
279,"MZ","04","Maputo","",-25.9653,32.5892,,
280,"DZ","01","Alger","",36.7525,3.0420,,
281,"ZA","11","Faure","",-34.0278,18.7485,,
282,"ZA","05","Alice","",-32.7875,26.8344,,
283,"ZA","10","Medunsa","",-25.6189,28.0228,,
284,"ZA","05","Port Elizabeth","",-33.9180,25.5701,,
285,"ZA","11","Elsenburg","",-33.8457,18.8437,,
286,"ZA","06","Craighall","",-26.1167,28.0167,,
287,"ZA","06","Randburg","",-26.0991,27.9759,,
288,"ZA","06","Rivonia","",-26.0532,28.0596,,
289,"ZA","11","Claremont","",-33.9858,18.4575,,
290,"ZA","06","Honeydew","",-26.0799,27.9254,,
291,"ZA","06","Halfway House","",-25.9971,28.1299,,
292,"ZA","06","Centurion","",-25.8408,28.1761,,
293,"ZA","05","Umtata","",-31.5889,28.7844,,
294,"ZA","02","Westville","",-29.8255,30.9370,,
295,"ZA","06","Boksburg","",-26.2150,28.2547,,
296,"ZA","02","Pinetown","",-29.8207,30.8867,,
297,"ZA","05","Doornfontein","",-33.1000,24.2667,,
298,"ZA","06","Onderstepoort","",-25.6495,28.1854,,
299,"ZA","02","Greytown","",-29.0642,30.5928,,
300,"ZA","02","Overport","",-29.8348,31.0001,,
301,"ZA","06","Krugersdorp","",-26.0928,27.7907,,
302,"ZA","06","Menlo Park","",-25.7711,28.3078,,
303,"ZA","05","Korsten","",-33.9289,25.5694,,
304,"ZA","11","Sunnyside","",-33.9667,18.5167,,
305,"ZA","03","Roodepoort","",-27.1667,28.1667,,
306,"GH","08","Tema","",5.6167,-0.0167,,
307,"GH","02","Kumasi","",6.6833,-1.6167,,
308,"GH","09","Takoradi","",4.8833,-1.7500,,
309,"GH","01","Accra","",5.5500,-0.2167,,
310,"DZ","01","Algiers","",36.7631,3.0506,,
311,"DZ","25","Laghouat","",33.8000,2.8833,,
312,"DZ","14","Tizi Ouzou","",36.7169,4.0497,,
313,"DZ","41","Chlef","",36.1647,1.3347,,
314,"DZ","20","Blida","",36.4686,2.8289,,
315,"DZ","09","Oran","",35.6911,-0.6417,,
316,"TN","26","Tunis","",36.8061,10.1711,,
317,"TN","26","Ariana","",36.8625,10.1956,,
318,"TN","36","Radès","",36.7681,10.2753,,
319,"MA","07","Mohammadia","",33.6942,-7.3925,,
320,"MA","27","Tanger","",35.7806,-5.8136,,
321,"MA","24","Rabat","",34.0138,-6.8443,,
322,"MA","26","Settat","",33.0053,-7.6183,,
323,"MA","07","Casablanca","",33.5928,-7.6192,,
324,"MA","15","Media","",34.2500,-6.6833,,
325,"MA","39","Mansour","",30.8833,-7.8167,,
326,"MA","23","Oujda","",34.6867,-1.9114,,
327,"MA","20","Meknès","",33.9000,-5.5500,,
328,"MA","19","El Jadida","",33.2549,-8.5060,,
329,"MA","01","Agadir","",30.4000,-9.6000,,
330,"MA","07","Anfa","",33.5914,-7.6747,,
331,"MA","07","Mohammedia","",33.6942,-7.3925,,
332,"MA","40","Tétouan","",35.5736,-5.3753,,
333,"MA","19","Marrakech","",31.6315,-8.0083,,
334,"EG","11","Cairo","",30.0771,31.2859,,
335,"EG","06","Alexandria","",31.2156,29.9553,,
336,"KE","05","Nairobi","",-1.2833,36.8167,,
337,"KE","08","Eldoret","",0.5167,35.2833,,
338,"KE","01","Nyeri","",-0.4167,36.9500,,
339,"KE","02","Mombasa","",-4.0500,39.6667,,
340,"CM","11","Yaoundé","",3.8667,11.5167,,
341,"CM","11","Mbalmayo","",3.5167,11.5000,,
342,"CM","05","Douala","",4.0503,9.7000,,
343,"CM","05","Akwa","",4.0500,9.7000,,
344,"CM","05","Edéa","",3.8000,10.1333,,
345,"CM","08","Bafoussam","",5.4667,10.4167,,
346,"ZA","06","Kempton Park","",-26.0988,28.2330,,
347,"ZA","05","Trust","",-31.4563,27.6035,,
348,"ZA","05","Walmer","",-33.9770,25.5890,,
349,"ZA","11","Elandsfontein","",-33.1712,19.3308,,
350,"ZA","06","Maraisburg","",-26.1752,27.9394,,
351,"ZA","06","Edenvale","",-26.1392,28.1658,,
352,"SN","01","Dakar","",14.6708,-17.4381,,
353,"SZ","03","Kwaluseni","",-26.4833,31.3333,,
354,"ZA","05","Butterworth","",-32.3308,28.1498,,
355,"ZA","11","Bellville","",-33.9002,18.6285,,
356,"ZA","03","Welkom","",-27.9864,26.7066,,
357,"ZW","04","Harare","",-17.8178,31.0447,,
358,"NA","21","Windhoek","",-22.5700,17.0836,,
359,"NG","05","Lagos","",6.4531,3.3958,,
360,"NG","11","Abuja","",9.0833,7.5333,,
361,"NG","32","Saka","",7.3406,3.9356,,
362,"SD","29","Khartoum","",15.5881,32.5342,,
363,"ZA","06","Isando","",-26.1395,28.2093,,
364,"ZM","09","Lusaka","",-15.4167,28.2833,,
365,"ZA","10","Ga-rankuwa","",-25.6054,27.9875,,
366,"ZA","10","Mmabatho","",-25.8500,25.6333,,
367,"ZA","09","Thohoyandou","",-22.9456,30.4850,,
368,"ZA","06","Ferndale","",-26.0880,27.9953,,
369,"ZA","02","New Germany","",-29.8018,30.8840,,
370,"ZA","02","Empangeni","",-28.7620,31.8933,,
371,"ZA","06","Vereeniging","",-26.6731,27.9261,,
372,"ZA","02","Martin","",-30.8532,30.0727,,
373,"ZA","11","Somerset West","",-34.0794,18.8570,,
374,"ZA","05","Bedford","",-32.6790,26.0869,,
375,"ZA","06","Bryanston","",-26.0521,28.0281,,
376,"ZA","02","Kloof","",-29.7853,30.8233,,
377,"ZA","11","Pinelands","",-33.9348,18.5177,,
378,"ZA","06","Germiston","",-26.2348,28.1767,,
379,"ZA","11","Stilbaai","",-34.3693,21.4075,,
380,"TZ","26","Arusha","",-3.3667,36.6833,,
381,"ZA","09","Pietersburg","",-23.9045,29.4689,,
382,"ZA","02","Newcastle","",-27.7580,29.9318,,
383,"ZA","05","Beacon Bay","",-32.9703,27.9440,,
384,"ZA","05","Westering","",-33.9383,25.5214,,
385,"SZ","01","Mbabane","",-26.3167,31.1333,,
386,"ZA","06","Waverly","",-26.1353,28.0784,,
387,"ZA","07","Witbank","",-25.8713,29.2332,,
388,"ZA","06","Morningside","",-26.0775,28.0625,,
389,"ZA","06","Primrose","",-26.1869,28.1660,,
